sample_date,sample_time,activity_id,activity_type,characteristic,unit,value,status
2017-05-09,08:34:53,IOWATROK_WQX-SND1:201705090834:FM,Field Msr/Obs,pH,None,7.92,Final
2017-05-09,09:30:00,IOWATROK_WQX-SND1:201705090930:FM,Field Msr/Obs,pH,None,7.92,Final
2017-05-16,08:32:59,IOWATROK_WQX-SND1:201705160832:FM,Field Msr/Obs,pH,None,7.99,Final
2017-05-16,09:24:00,IOWATROK_WQX-SND1:201705160924:FM,Field Msr/Obs,pH,None,7.33,Final
2017-05-23,08:25:46,IOWATROK_WQX-SND1:201705230825:FM,Field Msr/Obs,pH,None,7.93,Final
2017-05-23,08:52:00,IOWATROK_WQX-SND1:201705230852:FM,Field Msr/Obs,pH,None,7.93,Final
2017-05-30,08:01:51,IOWATROK_WQX-SND1:201705300801:FM,Field Msr/Obs,pH,None,7.88,Final
2017-05-30,08:52:00,IOWATROK_WQX-SND1:201705300852:FM,Field Msr/Obs,pH,None,7.88,Final
2017-06-06,08:38:56,IOWATROK_WQX-SND1:201706060838:FM,Field Msr/Obs,pH,None,7.88,Final
2017-06-06,09:34:00,IOWATROK_WQX-SND1:201706060934:FM,Field Msr/Obs,pH,None,7.88,Final
2017-06-13,07:46:31,IOWATROK_WQX-SND1:201706130746:FM,Field Msr/Obs,pH,None,7.97,Final
2017-06-13,08:38:00,IOWATROK_WQX-SND1:201706130838:FM,Field Msr/Obs,pH,None,7.97,Final
2017-06-20,07:38:46,IOWATROK_WQX-SND1:201706200738:FM,Field Msr/Obs,pH,None,8.0,Final
2017-06-20,08:30:00,IOWATROK_WQX-SND1:201706200830:FM,Field Msr/Obs,pH,None,8.0,Final
2017-06-27,07:56:30,IOWATROK_WQX-SND1:201706270756:FM,Field Msr/Obs,pH,None,8.06,Final
2017-06-27,08:48:00,IOWATROK_WQX-SND1:201706270848:FM,Field Msr/Obs,pH,None,8.06,Final
2017-06-30,08:34:03,IOWATROK_WQX-SND1:201706300834:FM,Field Msr/Obs,pH,None,8.1,Final
2017-07-05,08:03:28,IOWATROK_WQX-SND1:201707050803:FM,Field Msr/Obs,pH,None,7.88,Final
2017-07-17,09:42:59,IOWATROK_WQX-SND1:201707170942:FM,Field Msr/Obs,pH,None,8.19,Final
2017-07-20,07:50:47,IOWATROK_WQX-SND1:201707200750:FM,Field Msr/Obs,pH,None,5.08,Final
2017-07-24,07:39:14,IOWATROK_WQX-SND1:201707240739:FM,Field Msr/Obs,pH,None,8.11,Final
2017-07-31,07:42:33,IOWATROK_WQX-SND1:201707310742:FM,Field Msr/Obs,pH,None,8.12,Final
2017-08-02,07:56:36,IOWATROK_WQX-SND1:201708020756:FM,Field Msr/Obs,pH,None,8.19,Final
2017-08-21,07:43:28,IOWATROK_WQX-SND1:201708210743:FM,Field Msr/Obs,pH,None,8.07,Final
2017-08-23,08:18:29,IOWATROK_WQX-SND1:201708230818:FM,Field Msr/Obs,pH,None,8.17,Final
2017-08-30,08:00:55,IOWATROK_WQX-SND1:201708300800:FM,Field Msr/Obs,pH,None,8.14,Final
2017-09-05,08:23:12,IOWATROK_WQX-SND1:201709050823:FM:0.23,Field Msr/Obs,pH,None,8.15,Final
2017-09-07,08:13:16,IOWATROK_WQX-SND1:201709070813:FM:0.21,Field Msr/Obs,pH,None,8.22,Final
2017-09-19,08:44:53,IOWATROK_WQX-SND1:201709190844:FM:0.13,Field Msr/Obs,pH,None,8.05,Final
2017-09-26,14:06:04,IOWATROK_WQX-SND1:201709261406:FM:0.20,Field Msr/Obs,pH,None,8.32,Final
2017-09-28,15:26:28,IOWATROK_WQX-SND1:201709281526:FM:0.22,Field Msr/Obs,pH,None,8.21,Final
2017-10-12,11:12:01,IOWATROK_WQX-SND1:201710121112:FM:0.24,Field Msr/Obs,pH,None,8.33,Final
2017-11-02,08:40:25,IOWATROK_WQX-SND1:201711020840:FM:0.01,Field Msr/Obs,pH,None,7.04,Final
2017-11-08,09:32:02,IOWATROK_WQX-SND1:201711080932:FM:0.22,Field Msr/Obs,pH,None,7.05,Final
2018-01-17,12:03:32,IOWATROK_WQX-SND1:201801171203:FM:0.13,Field Msr/Obs,pH,None,8.37,Final
2018-01-30,11:32:41,IOWATROK_WQX-SND1:201801301132:FM:0.10,Field Msr/Obs,pH,None,10.85,Final
2018-02-13,11:14:10,IOWATROK_WQX-SND1:201802131114:FM:0.15,Field Msr/Obs,pH,None,8.99,Final
2018-03-14,09:13:10,IOWATROK_WQX-SND1:201803140913:FM:0.55,Field Msr/Obs,pH,None,8.69,Final
2018-06-12,14:28:13,IOWATROK_WQX-SND1:201806121428:FM:75.1,Field Msr/Obs,pH,None,6.8,Final
2018-06-13,09:22:30,IOWATROK_WQX-SND1:201806130922:FM:80.5,Field Msr/Obs,pH,None,7.37,Final
2018-06-19,09:46:14,IOWATROK_WQX-SND1:201806190946:FM:88.8,Field Msr/Obs,pH,None,7.33,Final
2018-06-25,12:02:44,IOWATROK_WQX-SND1:201806251202:FM:83.7,Field Msr/Obs,pH,None,7.13,Final
2018-06-27,15:53:38,IOWATROK_WQX-SND1:201806271553:FM:77.5,Field Msr/Obs,pH,None,6.52,Final
2018-06-28,13:38:31,IOWATROK_WQX-SND1:201806281338:FM:73.4,Field Msr/Obs,pH,None,7.49,Final
2018-07-09,10:58:39,IOWATROK_WQX-SND1:201807091058:FM:85.3,Field Msr/Obs,pH,None,7.06,Final
2018-07-12,09:34:35,IOWATROK_WQX-SND1:201807120934:FM:72.0,Field Msr/Obs,pH,None,7.55,Final
2018-07-17,10:13:00,IOWATROK_WQX-SND1:201807171013:FM:89.6,Field Msr/Obs,pH,None,7.33,Final
2018-07-30,11:06:36,IOWATROK_WQX-SND1:201807301106:FM:83.6,Field Msr/Obs,pH,None,7.01,Final
2018-07-31,09:51:55,IOWATROK_WQX-SND1:201807310951:FM:82.7,Field Msr/Obs,pH,None,6.67,Final
2018-08-06,11:27:38,IOWATROK_WQX-SND1:201808061127:FM:79.0,Field Msr/Obs,pH,None,6.91,Final
2018-08-08,12:43:12,IOWATROK_WQX-SND1:201808081243:FM:81.7,Field Msr/Obs,pH,None,7.19,Final
2018-08-14,10:46:35,IOWATROK_WQX-SND1:201808141046:FM:86.2,Field Msr/Obs,pH,None,6.69,Final
2018-08-22,10:20:51,IOWATROK_WQX-SND1:201808221020:FM:85.9,Field Msr/Obs,pH,None,6.78,Final
2018-08-27,10:24:02,IOWATROK_WQX-SND1:201808271024:FM:84.1,Field Msr/Obs,pH,None,7.03,Final
2018-08-30,10:41:34,IOWATROK_WQX-SND1:201808301041:FM:85.4,Field Msr/Obs,pH,None,6.53,Final
2018-09-06,11:26:45,IOWATROK_WQX-SND1:201809061126:FM:82.7,Field Msr/Obs,pH,None,7.19,Final
2018-09-10,09:38:16,IOWATROK_WQX-SND1:201809100938:FM:85.5,Field Msr/Obs,pH,None,6.92,Final
2018-09-13,12:22:54,IOWATROK_WQX-SND1:201809131222:FM:86.0,Field Msr/Obs,pH,None,7.14,Final
2018-09-24,10:06:22,IOWATROK_WQX-SND1:201809241006:FM:92.2,Field Msr/Obs,pH,None,7.39,Final
2018-09-25,10:44:39,IOWATROK_WQX-SND1:201809251044:FM:94.5,Field Msr/Obs,pH,None,7.52,Final
2018-12-06,12:21:44,IOWATROK_WQX-SND1:201812061221:FM:97.8,Field Msr/Obs,pH,None,8.03,Final
2019-01-07,12:42:29,IOWATROK_WQX-SND1:201901071242:FM:101.7,Field Msr/Obs,pH,None,7.9,Final
2019-02-13,12:34:10,IOWATROK_WQX-SND1:201902131234:FM:105.3,Field Msr/Obs,pH,None,8.06,Final
2019-03-25,11:44:44,IOWATROK_WQX-SND1:201903251144:FM:105.6,Field Msr/Obs,pH,None,8.01,Final
2019-04-29,10:56:14,IOWATROK_WQX-SND1:201904291056:FM:101.0,Field Msr/Obs,pH,None,8.07,Final
2019-05-14,11:06:10,IOWATROK_WQX-SND1:201905141106:FM:98.0,Field Msr/Obs,pH,None,7.66,Final
2019-05-15,11:05:03,IOWATROK_WQX-SND1:201905151105:FM:99.7,Field Msr/Obs,pH,None,7.8,Final
2019-06-05,11:28:04,IOWATROK_WQX-SND1:201906051128:FM:95.6,Field Msr/Obs,pH,None,7.96,Final
2019-06-10,12:39:48,IOWATROK_WQX-SND1:201906101239:FM:98.0,Field Msr/Obs,pH,None,8.01,Final
2019-06-11,10:22:22,IOWATROK_WQX-SND1:201906111022:FM:96.6,Field Msr/Obs,pH,None,7.97,Final
2019-06-13,10:31:42,IOWATROK_WQX-SND1:201906131031:FM:99.1,Field Msr/Obs,pH,None,8.03,Final
2019-06-18,10:12:13,IOWATROK_WQX-SND1:201906181012:FM:94.4,Field Msr/Obs,pH,None,7.94,Final
2019-07-31,13:36:00,IOWATROK_WQX-SND1:201907311336:FM:132.1,Field Msr/Obs,pH,None,8.21,Final
2019-07-31,13:36:50,IOWATROK_WQX-SND1:201907311336:FM:123.8,Field Msr/Obs,pH,None,8.21,Final
2019-08-27,15:49:12,IOWATROK_WQX-SND1:201908271549:FM:99.5,Field Msr/Obs,pH,None,7.99,Final
2019-09-24,12:26:37,IOWATROK_WQX-SND1:201909241226:FM:93.9,Field Msr/Obs,pH,None,7.94,Final
2020-12-19,15:00:00,IOWATROK_WQX-SND1:202012191500:FM,Field Msr/Obs,pH,None,8.54,Final
2021-01-16,16:06:00,IOWATROK_WQX-SND1:202101161606:FM,Field Msr/Obs,pH,None,8.4,Final
2021-02-06,14:42:00,IOWATROK_WQX-SND1:202102061442:FM,Field Msr/Obs,pH,None,8.38,Final
2021-03-05,15:03:00,IOWATROK_WQX-SND1:202103051503:FM,Field Msr/Obs,pH,None,8.38,Final
2021-04-23,12:25:00,IOWATROK_WQX-SND1:202104231225:FM,Field Msr/Obs,pH,None,8.53,Final
2021-05-07,14:33:00,IOWATROK_WQX-SND1:202105071433:FM,Field Msr/Obs,pH,None,8.4,Final
2021-05-24,11:20:00,IOWATROK_WQX-SND1:202105241120:FM,Field Msr/Obs,pH,None,8.26,Final
2021-05-24,14:50:00,IOWATROK_WQX-SND1:202105241450:FM,Field Msr/Obs,pH,None,8.48,Final
2021-06-16,14:30:00,IOWATROK_WQX-SND1:202106161430:FM,Field Msr/Obs,pH,None,8.47,Final
2021-06-16,14:33:00,IOWATROK_WQX-SND1:202106161433:FM,Field Msr/Obs,pH,None,8.4,Final
2021-06-17,12:14:00,IOWATROK_WQX-SND1:202106171214:FM,Field Msr/Obs,pH,None,8.57,Final
2021-06-17,14:50:00,IOWATROK_WQX-SND1:202106171450:FM,Field Msr/Obs,pH,None,8.48,Final
2021-06-21,14:30:00,IOWATROK_WQX-SND1:202106211430:FM,Field Msr/Obs,pH,None,8.47,Final
2021-06-22,12:14:00,IOWATROK_WQX-SND1:202106221214:FM,Field Msr/Obs,pH,None,8.57,Final
2021-07-15,11:20:00,IOWATROK_WQX-SND1:202107151120:FM,Field Msr/Obs,pH,None,8.26,Final
2021-07-15,12:30:00,IOWATROK_WQX-SND1:202107151230:FM,Field Msr/Obs,pH,None,8.15,Final
2021-07-16,12:09:00,IOWATROK_WQX-SND1:202107161209:FM,Field Msr/Obs,pH,None,8.34,Final
2021-07-16,12:30:00,IOWATROK_WQX-SND1:202107161230:FM,Field Msr/Obs,pH,None,8.15,Final
2021-08-02,10:07:00,IOWATROK_WQX-SND1:202108021007:FM,Field Msr/Obs,pH,None,8.27,Final
2021-08-03,10:09:00,IOWATROK_WQX-SND1:202108031009:FM,Field Msr/Obs,pH,None,8.25,Final
2021-08-04,11:22:00,IOWATROK_WQX-SND1:202108041122:FM,Field Msr/Obs,pH,None,8.32,Final
2021-08-05,11:20:00,IOWATROK_WQX-SND1:202108051120:FM,Field Msr/Obs,pH,None,8.3,Final
2021-08-09,11:23:00,IOWATROK_WQX-SND1:202108091123:FM,Field Msr/Obs,pH,None,8.21,Final
2021-08-11,10:15:00,IOWATROK_WQX-SND1:202108111015:FM,Field Msr/Obs,pH,None,8.26,Final
2021-09-02,11:07:00,IOWATROK_WQX-SND1:202109021107:FM,Field Msr/Obs,pH,None,8.41,Final
2021-09-08,11:40:00,IOWATROK_WQX-SND1:202109081140:FM,Field Msr/Obs,pH,None,8.46,Final
2021-09-10,09:51:00,IOWATROK_WQX-SND1:202109100951:FM,Field Msr/Obs,pH,None,8.44,Final
2021-09-13,11:32:00,IOWATROK_WQX-SND1:202109131132:FM,Field Msr/Obs,pH,None,8.32,Final
2021-09-15,11:02:00,IOWATROK_WQX-SND1:202109151102:FM,Field Msr/Obs,pH,None,8.39,Final
2021-09-17,11:46:00,IOWATROK_WQX-SND1:202109171146:FM,Field Msr/Obs,pH,None,8.41,Final
