map_date,none,d0,d1,d2,d3,d4
2023-08-15,83.68,16.32,0.0,0.0,0.0,0.0
2023-08-22,83.68,16.32,0.0,0.0,0.0,0.0
2023-08-29,83.68,16.32,0.0,0.0,0.0,0.0
2023-09-05,83.11,16.89,0.31,0.0,0.0,0.0
2023-09-12,83.3,16.7,0.31,0.0,0.0,0.0
2023-09-19,83.3,16.7,0.31,0.0,0.0,0.0
2023-09-26,83.3,16.7,0.31,0.0,0.0,0.0
2023-10-03,83.31,16.69,0.31,0.0,0.0,0.0
2023-10-10,32.36,67.64,0.31,0.0,0.0,0.0
2023-10-17,0.0,100.0,52.07,0.31,0.0,0.0
2023-10-24,0.0,100.0,52.07,0.31,0.0,0.0
2023-10-31,46.04,53.96,0.18,0.0,0.0,0.0
2023-11-07,45.23,54.77,0.07,0.0,0.0,0.0
2023-11-14,27.59,72.41,0.07,0.0,0.0,0.0
2023-11-21,27.59,72.41,0.07,0.0,0.0,0.0
2023-11-28,99.66,0.34,0.0,0.0,0.0,0.0
2023-12-05,93.11,6.89,0.0,0.0,0.0,0.0
2023-12-12,93.11,6.89,0.0,0.0,0.0,0.0
2023-12-19,93.11,6.89,0.0,0.0,0.0,0.0
2023-12-26,100.0,0.0,0.0,0.0,0.0,0.0
2024-01-02,100.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,100.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,100.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,100.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,100.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,100.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,100.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,100.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,39.53,60.47,0.0,0.0,0.0,0.0
2024-04-16,38.05,61.95,0.0,0.0,0.0,0.0
2024-04-23,0.0,100.0,50.28,0.0,0.0,0.0
2024-04-30,0.0,100.0,50.75,0.0,0.0,0.0
2024-05-07,9.12,90.88,0.0,0.0,0.0,0.0
2024-05-14,100.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,100.0,0.0,0.0,0.0,0.0,0.0
2024-05-28,100.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,100.0,0.0,0.0,0.0,0.0,0.0
2024-06-11,100.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,93.31,6.69,0.0,0.0,0.0,0.0
2024-06-25,0.99,99.01,6.69,0.0,0.0,0.0
2024-07-02,0.0,100.0,6.69,0.0,0.0,0.0
2024-07-09,0.0,100.0,6.69,0.0,0.0,0.0
2024-07-16,0.0,100.0,6.69,0.0,0.0,0.0
2024-07-23,0.0,100.0,6.69,0.0,0.0,0.0
2024-07-30,0.0,100.0,24.8,0.0,0.0,0.0
2024-08-06,0.0,100.0,100.0,0.0,0.0,0.0
2024-08-13,0.0,100.0,100.0,0.0,0.0,0.0
2024-08-20,0.0,100.0,93.34,0.0,0.0,0.0
2024-08-27,0.0,100.0,93.34,0.0,0.0,0.0
2024-09-03,0.0,100.0,93.34,0.0,0.0,0.0
2024-09-10,0.0,100.0,100.0,14.74,0.0,0.0
2024-09-17,0.0,100.0,100.0,14.76,0.0,0.0
2024-09-24,0.0,100.0,100.0,13.26,0.0,0.0
2024-10-01,0.0,100.0,100.0,24.1,8.88,0.0
2024-10-08,0.0,100.0,100.0,24.11,8.88,0.0
2024-10-15,0.0,100.0,100.0,100.0,8.88,0.0
2024-10-22,0.0,100.0,100.0,100.0,27.67,0.0
2024-10-29,0.0,100.0,100.0,100.0,27.67,0.0
2024-11-05,0.0,100.0,100.0,27.3,0.0,0.0
2024-11-12,0.0,100.0,100.0,22.02,0.0,0.0
2024-11-19,0.0,100.0,26.12,0.0,0.0,0.0
2024-11-26,0.0,100.0,26.12,0.0,0.0,0.0
2024-12-03,0.0,100.0,26.12,0.0,0.0,0.0
2024-12-10,0.0,100.0,26.12,0.0,0.0,0.0
2024-12-17,0.0,100.0,26.12,0.0,0.0,0.0
2024-12-24,0.0,100.0,26.12,0.0,0.0,0.0
2024-12-31,5.98,94.02,26.12,0.0,0.0,0.0
2025-01-07,5.98,94.02,26.12,0.0,0.0,0.0
2025-01-14,5.98,94.02,26.12,0.0,0.0,0.0
2025-01-21,5.98,94.02,26.12,0.0,0.0,0.0
2025-01-28,5.98,94.02,26.12,0.0,0.0,0.0
2025-02-04,0.0,100.0,35.81,0.0,0.0,0.0
2025-02-11,0.0,100.0,35.81,0.0,0.0,0.0
2025-02-18,0.0,100.0,35.81,0.0,0.0,0.0
2025-02-25,0.0,100.0,88.83,0.0,0.0,0.0
2025-03-04,0.0,100.0,88.83,0.0,0.0,0.0
2025-03-11,0.0,100.0,88.83,0.0,0.0,0.0
2025-03-18,0.0,100.0,88.83,0.0,0.0,0.0
2025-03-25,0.0,100.0,100.0,0.0,0.0,0.0
2025-04-01,0.0,100.0,100.0,0.0,0.0,0.0
2025-04-08,0.0,100.0,79.33,0.0,0.0,0.0
2025-04-15,0.0,100.0,79.33,0.0,0.0,0.0
2025-04-22,21.1,78.9,0.0,0.0,0.0,0.0
2025-04-29,100.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,100.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,100.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,100.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,100.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,100.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,100.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,100.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,100.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,100.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,100.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,100.0,0.0,0.0,0.0,0.0,0.0
2025-07-22,100.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,100.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,100.0,0.0,0.0,0.0,0.0,0.0
2025-08-12,39.47,60.53,0.0,0.0,0.0,0.0
2025-08-19,38.59,61.41,2.95,0.0,0.0,0.0
2025-08-26,39.33,60.67,1.13,0.0,0.0,0.0
2025-09-02,2.1,97.9,1.13,0.0,0.0,0.0
2025-09-09,2.1,97.9,1.13,0.0,0.0,0.0
2025-09-16,2.1,97.9,1.13,0.0,0.0,0.0
2025-09-23,2.1,97.9,28.23,0.0,0.0,0.0
2025-09-30,0.0,100.0,51.56,0.0,0.0,0.0
2025-10-07,0.0,100.0,100.0,0.0,0.0,0.0
2025-10-14,0.0,100.0,100.0,82.04,0.0,0.0
2025-10-21,0.0,100.0,100.0,99.55,0.0,0.0
2025-10-28,0.0,100.0,18.35,0.0,0.0,0.0
2025-11-04,0.0,100.0,18.35,0.0,0.0,0.0
2025-11-11,0.0,100.0,18.35,0.0,0.0,0.0
2025-11-18,0.0,100.0,18.35,0.0,0.0,0.0
2025-11-25,0.0,100.0,18.35,0.0,0.0,0.0
2025-12-02,0.0,100.0,18.35,0.0,0.0,0.0
2025-12-09,0.0,100.0,18.35,0.0,0.0,0.0
2025-12-16,0.0,100.0,18.35,0.0,0.0,0.0
2025-12-23,0.0,100.0,32.62,0.0,0.0,0.0
2025-12-30,0.0,100.0,74.11,0.0,0.0,0.0
2026-01-06,0.0,100.0,100.0,0.0,0.0,0.0
2026-01-13,0.0,100.0,100.0,0.0,0.0,0.0
2026-01-20,0.0,100.0,100.0,0.0,0.0,0.0
2026-01-27,0.0,100.0,100.0,0.0,0.0,0.0
2026-02-03,0.0,100.0,100.0,0.0,0.0,0.0
2026-02-10,0.0,100.0,100.0,0.0,0.0,0.0
2026-02-17,0.0,100.0,100.0,0.0,0.0,0.0
2026-02-24,0.0,100.0,100.0,0.0,0.0,0.0
2026-03-03,0.0,100.0,100.0,9.86,0.0,0.0
2026-03-10,0.0,100.0,100.0,9.86,0.0,0.0
2026-03-17,0.0,100.0,100.0,9.86,0.0,0.0
2026-03-24,0.0,100.0,100.0,100.0,7.16,0.0
2026-03-31,0.0,100.0,100.0,100.0,84.15,0.0
2026-04-07,0.0,100.0,100.0,100.0,84.15,0.0
2026-04-14,0.0,100.0,100.0,100.0,84.15,0.0
2026-04-21,0.0,100.0,100.0,83.33,58.72,0.0
2026-04-28,0.0,100.0,100.0,74.65,40.85,0.0
2026-05-05,0.0,100.0,100.0,74.65,40.85,0.0
2026-05-12,0.0,100.0,100.0,74.65,40.85,0.0
2026-05-19,0.0,100.0,100.0,74.65,40.85,0.0
2026-05-26,0.0,100.0,100.0,74.65,40.85,0.0
2026-06-02,0.0,100.0,100.0,74.65,40.85,0.0
2026-06-09,0.0,100.0,99.98,72.71,40.85,0.0
2026-06-16,0.0,100.0,99.98,72.71,24.02,0.0
2026-06-23,0.0,100.0,99.98,72.71,24.02,0.0
2026-06-30,0.0,100.0,74.98,27.76,0.0,0.0
2026-07-07,0.0,100.0,74.98,27.76,0.0,0.0
2026-07-14,0.0,100.0,74.98,27.76,0.0,0.0
2026-07-21,0.0,100.0,74.98,27.76,0.0,0.0
2026-07-28,0.0,100.0,74.98,27.76,0.0,0.0
2026-08-04,0.0,100.0,100.0,63.41,0.0,0.0
2026-08-11,0.0,100.0,100.0,99.33,0.0,0.0
2026-08-18,0.0,100.0,100.0,100.0,0.0,0.0
2026-08-25,0.0,100.0,100.0,82.12,0.0,0.0
2026-09-01,0.0,100.0,100.0,82.12,0.0,0.0
